,Кодировка,Балл ЕГЭ,Код ученика
4517,phi_ege_max_w2_091018_2volgd,88.0,s2827
4518,soc_ege_max_w1_030918_21mgnsk,79.0,s2828
4519,rus_ege_sint_w2_SRED_140419_14mgnsk,94.0,s2828
4520,mat_ege_max_w1_050918_3chekb,56.0,s2829
4521,soc_ege_max_w1_040918_30chekb,64.0,s2829
4522,his_ege_max_w1_060918_50chekb,64.0,s2830
4523,soc_ege_max_w1_040918_79okm,57.0,s2831
4524,rus_ege_max_w1_040918_121okm,69.0,s2831
4525,mat_ege_max_w1_060918_74okm,45.0,s2831
4526,mat_ege_opt_w2_301118_1irk,94.0,s2832
4527,inf_ege_opt_w1_031118_1irk,91.0,s2832
4528,rus_ege_max_w2_240918_1irk,64.0,s2833
4529,mat_ege_max_w2_031018_3irk,50.0,s2833
4530,phi_ege_max_w2_061018_1irk,40.0,s2833
4531,eng_ege_max_w2_061018_8kum,93.0,s2834
4532,mat_ege_max_w1_070918_33vpspb,74.0,s2835
4533,soc_ege_max_w1_030918_58vpspb,81.0,s2835
4534,eng_ege_max_w1_050918_2vpspb,80.0,s2835
4535,mat_ege_max_w1_060918_32vpspb,84.0,s2836
4536,phi_ege_max_on_w1_060918_9vpspb,49.0,s2837
4537,che_ege_max_w1_030918_106vpspb,83.0,s2838
4538,mat_ege_max_on_w1_040918_4kum,56.0,s2839
4539,eng_int_on_w2_050219_1kumsk,93.0,s2840
4540,rus_opt_on_w2_261118_mgnsk,72.0,s2841
4541,phi_ege_max_w1_090918_22knn,76.0,s2842
4542,soc_opt_w2_021218_8aim,82.0,s2843
4543,mat_opt_w1_011218_10aim,74.0,s2843
4544,soc_ege_max_w1_080918_33chekb,64.0,s2844
4545,rus_ege_int_w2_070219_1mgnsk,89.0,s2845
4546,inf_ege_max_w1_070918_42mgnsk,94.0,s2845
4547,mat_ege_opt_w2_301118_1irk,72.0,s2845
4548,phi_ege_opt_w2_021218_1irk,61.0,s2845
4549,rus_ege_opt_w2_011218_2irk,67.0,s2845
4550,mat_ege_max_w1_060918_10mgnsk,90.0,s2845
4551,phi_ege_int_w2_070219_1chekb,92.0,s2846
4552,eng_ege_max_w2_061018_8kum,59.0,s2847
4553,soc_ege_max_w2_011018_93kum,86.0,s2847
4554,mat_ege_max_w2_011018_52kum,70.0,s2847
4555,rus_ege_sint_lvl2_SRED_240319_7knn,87.0,s2848
4556,his_ege_max_on_w1_050918_16kum,62.0,s2849
4557,rus_ege_max_w2_051018_5mgnsk,60.0,s2850
4558,mat_ege_max_w1_050918_12mgnsk,45.0,s2850
4559,eng_ege_max_w2_031018_1tlt,76.0,s2851
4560,mat_ege_max_w1_070918_56blm,76.0,s2852
4561,soc_ege_max_w1_050918_92kum,81.0,s2852
4562,mat_ege_max_w2_021018_41vpspb,78.0,s2853
4563,eng_ege_max_w2_061018_8kum,60.0,s2854
4564,rus_opt_on_w2_261118_mgnsk,71.0,s2855
4565,mat_ege_on_personal_god_281118_86m,70.0,s2856
4566,INF_EGE_MAX_W1_080918_26Okm,91.0,s2857
4567,mat_ege_max_w1_060918_73blm,78.0,s2857
4568,mat_ege_max_w1_030918_1chekb,70.0,s2858
4569,phi_ege_max_w1_050918_41chekb,52.0,s2858
4570,mat_ege_int_w2_060219_8airmsk,70.0,s2859
4571,che_ege_max_w1_030918_144okm,49.0,s2860
4572,rus_ege_int_w1_190119_10volgd,46.0,s2861
4573,soc_ege_int_w2_100219_15volgd,50.0,s2861
4574,mat_ege_max_on_w2_031018_35Knn,50.0,s2862
4575,soc_opt_w2_021218_10vpspb,51.0,s2863
4576,bio_ege_max_on_w1_050918_19kum,53.0,s2864
4577,che_ege_max_on_w1_030918_18kum,58.0,s2864
4578,phi_int_on_w2_060219_1kumsk,65.0,s2865
4579,phi_ege_max_w1_090918_94vpspb,38.0,s2866
4580,che_ege_max_w1_030918_106vpspb,76.0,s2867
4581,rus_ege_opt_w2_271118_13vld,76.0,s2868
4582,soc_ege_max_w1_050918_92kum,51.0,s2869
4583,rus_ege_max_w1_080918_123okm,67.0,s2869
4584,phi_ege_max_on_w1_060918_9vpspb,66.0,s2870
4585,mat_ege_max_on_w1_040918_4kum,74.0,s2870
4586,eng_ege_max_w1_060918_6blm,78.0,s2871
4587,soc_ege_max_w1_040918_101blm,68.0,s2871
4588,mat_ege_max_w1_040918_44blm,70.0,s2871
4589,lit_opt_on_w2_261118_kumsk,94.0,s2872
4590,soc_ege_max_w2_061018_78kum,87.0,s2872
4591,mat_ege_max_w1_030918_8chekb,56.0,s2873
4592,mat_ege_max_w2_041018_76kum,84.0,s2874
4593,phi_ege_max_on_w2_051018_36chekb,61.0,s2875
4594,rus_ege_max_w1_050918_80vpspb,75.0,s2876
4595,soc_ege_max_w1_040918_63vpspb,44.0,s2876
4596,his_ege_max_w1_050918_31okm,62.0,s2877
4597,soc_ege_max_w2_051018_2yar,76.0,s2878
4598,mat_ege_int_on+class_w2_100219_1tula,82.0,s2879
4599,mat_ege_max_on_w1_040918_4kum,82.0,s2880
4600,inf_ege_max_w1_050918_15vpspb,81.0,s2880
4601,his_opt_w2_281118_2mgnsk,70.0,s2881
4602,rus_int_on_w1_070219_1kumsk,94.0,s2882
4603,mat_ege_max_w1_050918_31vpspb,62.0,s2883
4604,rus_ege_max_w2_061018_91vpspb,91.0,s2883
4605,mat_ege_max_w1_050918_37vpspb,68.0,s2884
4606,mat_ege_max_w1_060918_74okm,70.0,s2885
4607,mat_ege_max_on_w2_031018_35Knn,62.0,s2886
4608,che_int_on_w2_050219_1kumsk,92.0,s2887
4609,soc_ege_int_w2_060219_4knn,61.0,s2888
4610,chm_ege_opt_w2_251118_5surgt,60.0,s2889
4611,rus_ege_int_w1_160119_8surgt,82.0,s2889
4612,rus_ege_opt_w2_291118_1krsn,54.0,s2890
4613,mat_ege_opt_w2_301118_1krsn,23.0,s2890
4614,phi_ege_opt_w2_011218_1krsn,30.0,s2890
4615,che_ege_opt_w2_011218_2vpspb,40.0,s2891
4616,inf_ege_max_w2_041018_49knn,57.0,s2892
4617,soc_ege_max_on_w1_040918_10kum,77.0,s2893
4618,mat_ege_max_on_w1_030918_3kum,84.0,s2893
4619,bio_ege_max_w2_071018_48knn,60.0,s2894
4620,bio_ege_max_w1_090918_15kum,86.0,s2895
4621,che_ege_max_w1_060918_143kum,75.0,s2895
4622,mat_ege_max_on+class_w2_230918_1tula,74.0,s2896
4623,phi_ege_max_on+class_w2_230918_1tula,60.0,s2896
4624,mat_ege_max_w2_021018_46kum,62.0,s2897
4625,che_ege_max_w1_060918_143kum,67.0,s2898
4626,lit_ege_max_w2_011018_37mgnsk,40.0,s2899
4627,rus_ege_max_w2_061018_6mgnsk,70.0,s2899
4628,mat_ege_max_w1_080918_59kum,45.0,s2900
4629,rus_ege_int_w2_070219_4vspb,73.0,s2901
4630,his_ege_max_w2_041018_23vpspb,52.0,s2901
4631,soc_ege_int_w2_110219_9rnd,33.0,s2902
4632,his_ege_opt_w1_041118_1rnd,11.0,s2902
4633,rus_ege_int_w1_090219_11rnd,49.0,s2902
4634,mat_ege_max_w1_080918_59kum,92.0,s2903
4635,mat_ege_on_personal_god_261118_83m,72.0,s2904
4636,soc_ege_max_w1_030918_29chekb,61.0,s2905
4637,mat_ege_max_w1_030918_1chekb,45.0,s2906
4638,soc_ege_max_w1_040918_30chekb,82.0,s2906
4639,his_ege_max_w1_060918_50chekb,62.0,s2906
4640,soc_ege_max_w1_040918_79okm,72.0,s2907
4641,eng_ege_baza_max_w2_011018_7kum,60.0,s2907
4642,lit_opt_on_w2_261118_kumsk,97.0,s2908
4643,inf_opt_on_w2_021218_knn,88.0,s2909
4644,phi_ege_max_on_w2_051018_36chekb,62.0,s2909
4645,soc_ege_max_w1_050918_92kum,89.0,s2910
4646,mat_ege_max_w1_080918_59kum,82.0,s2910
4647,rus_ege_max_w2_021018_85vpspb,67.0,s2911
4648,his_ege_max_w2_021018_22vpspb,89.0,s2912
4649,eng_ege_max_w1_050918_2vpspb,80.0,s2912
4650,che_ege_max_w2_011018_68chekb,54.0,s2913
4651,mat_ege_max_w2_011018_5krsn,70.0,s2914
4652,eng_ege_max_w1_090918_50mgnsk,62.0,s2915
4653,mat_ege_sint_lvl2_SRED_170319_6chekb,56.0,s2916
4654,mat_ege_max_on_w1_040918_4kum,68.0,s2917
4655,his_ege_int_ctp_mini_on_120219_1web,68.0,s2918
4656,phi_ege_max_w2_021018_46chekb,44.0,s2919
4657,his_ege_max_w1_090918_30kum,64.0,s2920
4658,soc_ege_max_w1_040918_77kum,79.0,s2920
4659,mat_ege_max_w1_070918_55kum,50.0,s2920
4660,rus_ege_max_w1_070918_118kum,71.0,s2920
4661,rus_ege_int_w2_080219_14yar,72.0,s2921
4662,mat_ege_max_w2_021018_46kum,62.0,s2922
4663,his_ege_max_w1_080918_51chekb,75.0,s2923
4664,rus_ege_max_w1_070918_82vpspb,96.0,s2924
4665,mat_ege_max_w1_060918_74okm,50.0,s2925
4666,mat_ege_max_on_w1_040918_4kum,56.0,s2926
4667,phi_ege_max_on_w2_051018_36chekb,54.0,s2926
4668,eng_ege_max_w2_031018_1tlt,92.0,s2927
4669,his_ege_max_w2_071018_1tlt,69.0,s2927
4670,inf_ege_max_w1_070918_42mgnsk,83.0,s2928
4671,mat_ege_max_w1_060918_10mgnsk,84.0,s2928
4672,his_opt_w2_281118_2mgnsk,77.0,s2929
4673,eng_ege_max_w2_031018_1tlt,45.0,s2930
4674,che_ege_opt_w2_011218_2vpspb,44.0,s2931
4675,rus_opt_on_w2_261118_mgnsk,62.0,s2932
4676,eng_ege_max_w2_031018_2krsn,88.0,s2933
4677,rus_ege_max_w2_011018_4krsn,91.0,s2933
4678,eng_opt_w2_301118_1knn,87.0,s2934
4679,rus_opt_w2_261118_1knn,85.0,s2934
4680,his_ege_max_on_w1_050918_16kum,63.0,s2935
4681,soc_ege_max_w2_011018_93kum,84.0,s2936
4682,mat_ege_int_w2_060219_8airmsk,5.0,s2937
4683,mat_ege_max_on_w1_040918_4kum,76.0,s2938
4684,mat_ege_max_w1_060918_9chekb,80.0,s2939
4685,mat_ege_max_w2_021018_41vpspb,68.0,s2940
4686,inf_ege_int_w2_070219_1kumsk,42.0,s2941
4687,eng_ege_max_w2_061018_8kum,90.0,s2942
4688,mat_ege_max_w2_061018_62kum,76.0,s2942
4689,soc_ege_max_w2_011018_93kum,99.0,s2942
4690,inf_ege_max_w2_051018_surgt,72.0,s2943
4691,mat_ege_max_w2_021018_surgt,72.0,s2943
4692,lit_opt_on_w2_261118_kumsk,0.0,s2944
4693,inf_ege_max_w1_040918_41mgnsk,91.0,s2945
4694,mat_ege_max_w1_050918_9knn,45.0,s2946
4695,soc_ege_max_w1_030918_58vpspb,71.0,s2947
4696,mat_ege_max_w1_040918_8mgnsk,70.0,s2948
4697,mat_ege_max_w1_030918_7mgnsk,50.0,s2949
4698,mat_ege_max_w1_070918_33vpspb,33.0,s2950
4699,soc_ege_int_w2_090219_5vspb,49.0,s2950
4700,inf_opt_on_w2_021218_knn,68.0,s2951
4701,mat_opt_w2_281118_6chekb,82.0,s2951
4702,rus_opt_w1_271118_4chekb,91.0,s2951
4703,rus_ege_sint_SRED_on_170319_1web,91.0,s2951
4704,mat_ege_max_w2_041018_76kum,80.0,s2952
4705,his_ege_on_personal_int_140219_8m,64.0,s2953
4706,rus_ege_max_w1_030918_117kum,62.0,s2954
4707,mat_ege_max_w1_040918_43kum,56.0,s2954
4708,soc_ege_max_w1_030918_99okm,96.0,s2955
4709,rus_ege_max_w1_090918_21chekb,73.0,s2956
4710,his_ege_max_w1_030918_49chekb,65.0,s2956
4711,rus_ege_opt_w1_281118_1volgd,76.0,s2957
4712,mat_ege_opt_w1_261118_1volgd,74.0,s2957
4713,soc_opt_on_w2_271118_chekb,70.0,s2958
4714,soc_ege_sint_lvl2_SRED_310319_8mgnsk,84.0,s2959
4715,mat_ege_max_w1_080918_59kum,50.0,s2959
4716,rus_ege_int_w2_070219_4vspb,89.0,s2960
4717,lit_opt_on_w2_261118_kumsk,0.0,s2961
4718,his_ege_max_w2_071018_42knn,51.0,s2962
4719,rus_ege_max_w2_051018_6knn,78.0,s2962
4720,soc_ege_max_w2_071018_31knn,68.0,s2962
4721,eng_ege_max_w2_031018_1tlt,0.0,s2963
4722,mat_ege_max_w1_030918_1chekb,33.0,s2964
4723,mat_ege_max_w1_050918_69blm,62.0,s2965
4724,rus_ege_max_w1_070918_118kum,71.0,s2966
4725,INF_EGE_MAX_W1_080918_26Okm,100.0,s2967
4726,mat_ege_max_w1_030918_48kum,86.0,s2967
4727,soc_ege_max_w2_011018_102aim,55.0,s2968
4728,eng_ege_max_w1_090918_36knn,73.0,s2969
4729,lit_opt_w2_261118_1aim,70.0,s2970
4730,mat_ege_max_w2_041018_5irk,70.0,s2971
4731,phi_ege_max_w2_061018_1irk,64.0,s2971
4732,bio_ege_max_w2_071018_2irk,76.0,s2972
4733,rus_ege_max_w2_260918_4irk,64.0,s2972
4734,chm_ege_max_w2_071018_1irk,73.0,s2972
4735,rus_ege_int_w2_070219_1mgnsk,85.0,s2973
4736,rus_ege_max_w2_011018_4krsn,70.0,s2974
4737,his_opt_w2_281118_2mgnsk,86.0,s2975
4738,phi_ege_max_on_w1_050918_8kum,0.0,s2976
4739,soc_ege_max_w1_070918_22mgnsk,66.0,s2977
4740,lit_ege_max_w2_011018_37mgnsk,62.0,s2977
4741,soc_opt_w2_261118_7aim,56.0,s2978
4742,soc_ege_max_w2_071018_91kum,84.0,s2979
4743,soc_ege_max_w2_071018_26mgnsk,70.0,s2980
4744,che_ege_max_w1_050918_65chekb,53.0,s2981
4745,inf_ege_max_w2_051018_surgt,83.0,s2982
4746,mat_ege_max_w2_021018_surgt,68.0,s2982
4747,mat_ege_max_w2_041018_76kum,72.0,s2983
4748,soc_ege_max_on_w1_040918_10kum,87.0,s2984
4749,eng_ege_int_w2_060219_1kumsk,93.0,s2985
4750,phi_ege_opt_w2_011218_5aim,78.0,s2986
4751,mat_opt_w2_301118_8aim,76.0,s2986
4752,rus_ege_max_w2_041018_110kum,78.0,s2987
4753,mat_ege_max_w1_050918_68okm,76.0,s2987
4754,soc_ege_max_w1_070918_82okm,74.0,s2988
4755,mat_ege_max_w1_080918_60okm,70.0,s2988
4756,soc_ege_sint_310319_2yar,77.0,s2989
4757,eng_ege_max_w1_090918_50mgnsk,60.0,s2990
4758,mat_int_on_w2_100219_1kumsk,72.0,s2991
4759,soc_opt_w2_011218_1knn,55.0,s2992
4760,bio_ege_max_on_w1_050918_19kum,65.0,s2993
4761,che_ege_max_on_w1_030918_18kum,79.0,s2993
4762,bio_ege_max_w1_040918_57mgnsk,84.0,s2994
4763,phi_ege_max_on_w2_051018_36chekb,45.0,s2995
4764,his_ege_max_on_w1_050918_16kum,0.0,s2996
4765,inf_ege_max_w2_051018_27kum,91.0,s2997
4766,mat_ege_max_w2_061018_62kum,94.0,s2997
4767,mat_ege_int_w1_200119_1mgnsk,45.0,s2998
4768,rus_ege_int_w2_070219_1mgnsk,91.0,s2998
4769,mat_opt_w2_301118_8aim,84.0,s2999
4770,soc_ege_max_w2_071018_26mgnsk,76.0,s3000
4771,mat_ege_max_w1_090918_11mgnsk,74.0,s3000
4772,rus_ege_max_w2_061018_6mgnsk,78.0,s3000
4773,phi_int_on_w2_060219_1kumsk,66.0,s3001
4774,mat_opt_w2_301118_8aim,56.0,s3002
4775,soc_opt_w2_261118_7aim,64.0,s3002
4776,soc_ege_max_w2_041018_68vpspb,68.0,s3003
4777,rus_ege_max_w2_021018_85vpspb,100.0,s3004
4778,eng_ege_max_w2_061018_6vpspb,90.0,s3004
4779,mat_ege_max_w1_060918_9chekb,76.0,s3005
4780,phi_ege_max_w1_050918_41chekb,70.0,s3005
4781,mat_ege_max_w2_031018_14mgnsk,68.0,s3006
4782,soc_ege_max_w2_041018_27mgnsk,87.0,s3006
4783,soc_ege_max_w2_011018_37chekb,64.0,s3007
4784,soc_ege_max_w1_040918_79okm,64.0,s3008
4785,mat_ege_max_w1_060918_74okm,74.0,s3008
4786,his_ege_opt_w1_301118_1volgd,49.0,s3009
4787,phi_ege_max_on_w2_051018_36chekb,90.0,s3010
4788,soc_ege_max_on_w2_011018_38vpspb,86.0,s3010
4789,mat_ege_max_on_w2_071018_32kum,96.0,s3010
4790,soc_ege_max_w1_040918_63vpspb,76.0,s3011
4791,mat_ege_max_w1_080918_61blm,16.0,s3012
4792,mat_ege_sint_lvl2_SRED_290319_7mgnsk,5.0,s3013
4793,mat_int_on_w2_100219_1kumsk,78.0,s3014
4794,his_int_on_w2_080219_1kumsk,93.0,s3015
4795,mat_ege_max_w2_051018_18chekb,74.0,s3016
4796,phi_ege_max_on_w1_050918_8kum,0.0,s3017
4797,che_ege_opt_w2_011218_2vpspb,69.0,s3018
4798,bio_ege_max_on_w1_050918_19kum,76.0,s3018
4799,rus_opt_w2_021218_10vpspb,89.0,s3018
4800,che_ege_max_on_w1_030918_18kum,92.0,s3018
4801,his_ege_max_w1_090918_30kum,96.0,s3019
4802,rus_ege_int_w1_190119_10volgd,87.0,s3020
4803,soc_ege_opt_w2_021218_1volgd,69.0,s3020
4804,phi_ege_max_w2_041018_132kum,98.0,s3021
4805,rus_ege_max_w1_050918_77mgnsk,87.0,s3022
4806,soc_ege_max_w1_030918_21mgnsk,70.0,s3022
4807,mat_opt_w2_281118_6chekb,62.0,s3023
4808,eng_ege_max_w2_071018_12aim,90.0,s3024
4809,mat_ege_max_w2_021018_46kum,70.0,s3024
4810,soc_ege_max_w2_011018_102aim,89.0,s3024
4811,mat_ege_max_w1_050918_69blm,70.0,s3025
4812,rus_opt_w2_021218_10vpspb,70.0,s3026
4813,rus_ege_sint_SRED_on_170319_1web,57.0,s3027
4814,inf_ege_max_w2_051018_27kum,91.0,s3028
4815,soc_ege_max_w1_030918_98blm,77.0,s3028
4816,mat_ege_max_w1_060918_73blm,76.0,s3028
4817,inf_ege_max_w2_051018_27kum,75.0,s3029
4818,mat_ege_max_w1_080918_60okm,68.0,s3029
4819,phi_ege_max_w1_080918_137okm,60.0,s3029
4820,rus_opt_on_w2_261118_mgnsk,82.0,s3030
4821,his_ege_max_w1_080918_51chekb,91.0,s3030
4822,eng_ege_max_w1_050918_2vpspb,73.0,s3031
4823,soc_ege_max_on_w1_040918_10kum,96.0,s3032
4824,mat_ege_max_on_w1_030918_3kum,76.0,s3032
4825,rus_ege_sint_SRED_on_170319_1web,96.0,s3032
4826,his_ege_max_w1_050918_45mgnsk,56.0,s3033
4827,mat_ege_max_w1_060918_74okm,78.0,s3033
4828,soc_ege_max_w1_030918_21mgnsk,67.0,s3033
4829,mat_ege_max_w1_080918_9mgnsk,56.0,s3033
4830,rus_ege_max_w1_080918_123okm,89.0,s3033
4831,lit_ege_max_w1_040918_26vpspb,0.0,s3034
4832,his_ege_max_on_w1_050918_16kum,0.0,s3035
4833,rus_ege_max_w2_031018_5knn,43.0,s3036
4834,soc_ege_max_w2_071018_31knn,48.0,s3036
4835,mat_ege_max_w2_041018_13chekb,62.0,s3037
4836,inf_ege_int_w2_080219_1surgt,34.0,s3038
4837,phi_ege_max_on_w1_050918_8kum,58.0,s3039
4838,mat_ege_max_w1_040918_30vpspb,80.0,s3040
4839,rus_opt_on_w2_261118_mgnsk,71.0,s3041
4840,soc_ege_max_w2_011018_37chekb,67.0,s3042
4841,eng_ege_max_w1_090918_50mgnsk,64.0,s3043
4842,lit_opt_on_w2_261118_kumsk,100.0,s3044
4843,mat_opt_w2_271118_1knn,33.0,s3045
4844,phi_ege_max_w2_071018_24knn,38.0,s3045
4845,rus_opt_w2_261118_1knn,64.0,s3045
4846,rus_opt_w2_021218_10vpspb,91.0,s3046
4847,soc_ege_int_w2_110219_9rnd,66.0,s3047
4848,mat_ege_int_w1_080219_10rnd,45.0,s3047
4849,mat_ege_max_w1_040918_8mgnsk,39.0,s3048
4850,soc_ege_max_w2_061018_78kum,63.0,s3049
4851,soc_ege_max_w2_071018_2irk,49.0,s3050
4852,rus_ege_max_w2_260918_4irk,62.0,s3050
4853,soc_ege_max_w2_071018_26mgnsk,79.0,s3051
4854,his_opt_w2_281118_2mgnsk,86.0,s3051
4855,rus_ege_int_w2_100219_18krsn,87.0,s3052
4856,soc_ege_max_w1_070918_22mgnsk,94.0,s3053
4857,mat_ege_max_w1_050918_31vpspb,74.0,s3054
4858,inf_ege_max_w1_050918_15vpspb,83.0,s3054
4859,soc_ege_max_w1_080918_33chekb,81.0,s3055
4860,rus_ege_max_w2_021018_26chekb,73.0,s3055
4861,his_ege_max_w2_071018_52chekb,43.0,s3055
4862,mat_int_on_w2_100219_1kumsk,76.0,s3056
4863,soc_ege_max_w1_050918_92kum,89.0,s3057
4864,mat_ege_max_w2_031018_70kum,78.0,s3057
4865,rus_ege_max_w1_070918_118kum,89.0,s3057
4866,soc_ege_max_w2_011018_66vpspb,65.0,s3058
4867,bio_ege_max_on_w2_011018_50vpspb,68.0,s3059
4868,che_ege_max_on_w1_030918_18kum,69.0,s3059
4869,phi_ege_max_on_w1_060918_9vpspb,0.0,s3060
4870,phi_ege_max_w1_030918_43chekb,76.0,s3061
4871,mat_ege_max_w1_030918_8chekb,76.0,s3061
4872,inf_ege_max_w1_040918_73chekb,88.0,s3061
4873,mat_ege_int_w2_070219_2mgnsk,70.0,s3062
4874,rus_ege_int_w2_070219_1mgnsk,85.0,s3062
4875,mat_ege_max_on_w1_040918_4kum,18.0,s3063
4876,phi_ege_max_w2_061018_1irk,47.0,s3064
4877,soc_opt_w1_031118_2mgnsk,69.0,s3065
4878,soc_ege_max_w1_040918_101blm,86.0,s3066
4879,rus_ege_max_w1_050918_124blm,82.0,s3066
4880,mat_ege_max_w1_040918_44blm,62.0,s3066
4881,rus_ege_max_on+class_w2_230918_1tula,85.0,s3067
4882,rus_ege_max_w2_031018_78mgnsk,54.0,s3068
4883,lit_ege_max_w2_011018_37mgnsk,44.0,s3068
4884,rus_ege_int_w2_060219_13airmsk,67.0,s3069
4885,his_ege_max_w2_031018_54chekb,62.0,s3070
4886,rus_ege_int_w2_070219_4vspb,96.0,s3071
4887,lit_ege_max_w2_021018_1tlt,68.0,s3072
4888,soc_opt_w2_021218_8aim,59.0,s3073
4889,his_ege_max_w1_050918_19vpspb,70.0,s3074
4890,soc_ege_max_w1_080918_33chekb,81.0,s3075
4891,soc_opt_w2_021218_10vpspb,84.0,s3076
4892,lit_opt_on_w2_261118_kumsk,100.0,s3077
4893,rus_ege_max_w2_061018_6mgnsk,66.0,s3078
4894,phi_int_on_w2_060219_1kumsk,68.0,s3079
4895,mat_int_on_w2_100219_1kumsk,76.0,s3079
4896,phi_ege_max_w1_080918_137okm,76.0,s3080
4897,soc_ege_max_on_w1_040918_10kum,91.0,s3081
4898,mat_ege_max_on_w1_030918_3kum,74.0,s3081
4899,rus_ege_sint_SRED_on_170319_1web,91.0,s3081
4900,soc_ege_max_w2_051018_2yar,87.0,s3082
4901,rus_ege_max_w2_031018_2yar,96.0,s3082
4902,rus_ege_max_on_w2_021018_30Knn,87.0,s3083
4903,soc_ege_max_w2_011018_93kum,71.0,s3084
4904,mat_ege_max_w1_050918_31vpspb,70.0,s3085
4905,rus_ege_max_w2_061018_91vpspb,98.0,s3085
4906,soc_opt_on_w2_271118_chekb,64.0,s3086
4907,rus_ege_max_w2_011018_4krsn,78.0,s3087
4908,mat_ege_max_w1_040918_2chekb,45.0,s3088
4909,lit_opt_on_w2_261118_kumsk,69.0,s3089
4910,phi_ege_max_w2_011018_131kum,80.0,s3090
4911,inf_ege_max_w2_041018_49knn,46.0,s3091
4912,mat_ege_max_w1_080918_13knn,45.0,s3091
4913,soc_ege_int_w2_090219_5vspb,60.0,s3092
4914,soc_ege_max_on_w1_040918_10kum,46.0,s3093
4915,mat_ege_max_on_w1_090918_6kum,45.0,s3093
4916,rus_ege_sint_SRED_on_170319_1web,94.0,s3093
4917,bio_ege_max_on_w2_011018_50vpspb,74.0,s3094
4918,mat_ege_max_on_w1_040918_4kum,72.0,s3094
4919,rus_opt_w1_031118_11vpspb,80.0,s3095
4920,mat_opt_w1_021118_13vpspb,56.0,s3095
4921,mat_ege_max_w1_060918_4chekb,74.0,s3096
4922,phi_ege_max_w1_050918_41chekb,57.0,s3096
4923,rus_ege_max_w1_070918_22chekb,69.0,s3096
4924,che_ege_max_w1_030918_144okm,83.0,s3097
4925,bio_ege_max_w1_050918_69chekb,48.0,s3098
4926,che_ege_max_w2_061018_109vpspb,86.0,s3099
4927,mat_ege_opt_w2_271118_16rnd,68.0,s3100
4928,mat_ege_max_w1_060918_9chekb,76.0,s3101
4929,soc_ege_max_w1_050918_35chekb,57.0,s3101
4930,inf_ege_max_w1_040918_73chekb,70.0,s3101
4931,mat_ege_max_w1_060918_4chekb,39.0,s3102
4932,phi_ege_max_w1_030918_43chekb,45.0,s3102
4933,mat_ege_int_w2_070219_2mgnsk,68.0,s3103
4934,soc_ege_int_w2_050219_2mgnsk,70.0,s3103
4935,inf_ege_max_w1_050918_15vpspb,97.0,s3104
4936,his_ege_max_on_w1_050918_16kum,63.0,s3105
4937,soc_ege_max_on_w1_040918_10kum,69.0,s3105
4938,mat_ege_int_w2_060219_8airmsk,74.0,s3106
4939,rus_ege_max_w2_280918_2irk,78.0,s3107
4940,bio_ege_max_w2_071018_2irk,51.0,s3107
4941,rus_ege_int_w2_080219_3knn,94.0,s3108
4942,soc_opt_w2_011218_1knn,94.0,s3108
4943,mat_ege_max_w2_071018_16knn,74.0,s3108
4944,inf_ege_max_w2_051018_surgt,61.0,s3109
4945,mat_ege_max_w2_021018_surgt,45.0,s3109
4946,mat_ege_int_w2_100219_15krsn,68.0,s3110
4947,soc_ege_max_w2_011018_66vpspb,81.0,s3111
4948,his_ege_on_personal_god_281218_25m,67.0,s3112
4949,lit_ege_max_w2_021018_1tlt,68.0,s3113
4950,rus_ege_int_w2_070219_4vspb,89.0,s3114
4951,che_ege_max_w1_070918_107vpspb,83.0,s3114
4952,mat_ege_max_on_w1_030918_3kum,27.0,s3115
4953,lit_opt_on_w2_261118_kumsk,60.0,s3116
4954,mat_ege_max_w1_070918_11chekb,74.0,s3117
4955,soc_ege_max_w2_011018_37chekb,76.0,s3117
4956,rus_ege_max_w2_240918_1irk,89.0,s3118
4957,mat_ege_max_w2_041018_5irk,76.0,s3118
4958,inf_ege_opt_w1_031118_1irk,81.0,s3118
4959,rus_ege_max_w2_051018_5mgnsk,62.0,s3119
4960,soc_ege_max_w1_090918_29knn,61.0,s3120
4961,eng_ege_max_w1_090918_36knn,65.0,s3120
4962,soc_ege_max_w1_040918_101blm,77.0,s3121
4963,mat_ege_max_w1_070918_13mgnsk,62.0,s3122
4964,mat_ege_max_w1_060918_10mgnsk,62.0,s3122
4965,his_ege_int_ctp_mini_on_130219_2web,69.0,s3123
4966,soc_opt_w2_291118_5chekb,87.0,s3123
4967,phi_ege_max_w1_050918_135kum,76.0,s3124
4968,rus_ege_max_w1_070918_118kum,73.0,s3124
4969,mat_ege_opt_w1_261118_1volgd,62.0,s3125
4970,che_opt_on_w2_281118_chekb,71.0,s3125
4971,rus_ege_int_w2_070219_1mgnsk,91.0,s3126
4972,soc_ege_max_w1_070918_82okm,96.0,s3127
4973,bio_ege_max_w2_021018_irk,64.0,s3128
4974,bio_ege_max_w2_041018_60mgnsk,57.0,s3129
4975,bio_ege_max_w1_050918_46knn,43.0,s3130
4976,soc_ege_max_w1_060918_27knn,67.0,s3130
4977,mat_ege_max_w1_090918_11knn,50.0,s3130
4978,soc_ege_max_w1_080918_100blm,70.0,s3131
4979,mat_ege_max_w1_090918_51okm,39.0,s3131
4980,mat_ege_max_w1_090918_39vpspb,99.0,s3132
