,Кодировка,Балл ЕГЭ,Код ученика
1719,rus_ege_max_w1_050918_24chekb,78.0,s1089
1720,rus_ege_int_w2_070219_4vspb,87.0,s1090
1721,mat_opt_w1_301018_12vpspb,72.0,s1090
1722,rus_ege_max_w1_031018_3volgd,78.0,s1091
1723,che_ege_opt_w1_291118_1volgd,56.0,s1091
1724,mat_ege_max_w2_061018_4volgd,70.0,s1091
1725,che_ege_opt_w2_261118_1krsn,41.0,s1092
1726,phi_ege_max_on_w1_050918_8kum,0.0,s1093
1727,mat_ege_max_w1_040918_43kum,70.0,s1094
1728,phi_ege_max_w1_080918_137okm,62.0,s1094
1729,bio_ege_max_on_w1_050918_19kum,51.0,s1095
1730,eng_ege_max_w2_061018_8kum,92.0,s1096
1731,rus_opt_on_w2_261118_mgnsk,64.0,s1096
1732,his_ege_max_w2_071018_34kum,91.0,s1096
1733,soc_opt_w1_031118_4chekb,59.0,s1096
1734,rus_opt_w1_271118_4chekb,69.0,s1096
1735,mat_ege_max_w1_040918_8mgnsk,23.0,s1097
1736,rus_ege_max_w1_030918_1mgnsk,78.0,s1097
1737,rus_ege_max_w1_060918_3knn,80.0,s1098
1738,eng_ege_max_w1_090918_36knn,58.0,s1098
1739,his_ege_max_w1_040918_41knn,65.0,s1098
1740,soc_ege_max_w2_011018_93kum,84.0,s1099
1741,eng_ege_max_w2_061018_10okm,92.0,s1099
1742,inf_ege_max_w2_051018_27kum,91.0,s1100
1743,mat_ege_max_w2_011018_52kum,92.0,s1100
1744,eng_ege_max_w1_080918_2kum,89.0,s1101
1745,soc_ege_max_w1_050918_92kum,74.0,s1101
1746,mat_ege_max_w2_041018_76kum,56.0,s1101
1747,mat_ege_max_on_w1_040918_4kum,74.0,s1102
1748,soc_ege_max_w2_011018_37chekb,59.0,s1103
1749,his_ege_max_w2_071018_34kum,61.0,s1104
1750,his_ege_max_w1_050918_19vpspb,54.0,s1104
1751,lit_ege_max_w1_040918_26vpspb,80.0,s1105
1752,lit_opt_w2_261118_1aim,0.0,s1106
1753,phi_ege_max_w2_041018_132kum,72.0,s1107
1754,mat_ege_max_w1_050918_68okm,76.0,s1108
1755,rus_ege_max_w1_030918_117kum,91.0,s1108
1756,soc_ege_max_w1_040918_77kum,86.0,s1108
1757,mat_ege_sint_lvl2_SRED_220319_8oktmsk,68.0,s1109
1758,mat_ege_max_w1_070918_13mgnsk,39.0,s1110
1759,bio_ege_max_on_w2_011018_50vpspb,46.0,s1111
1760,che_ege_max_on_w1_030918_18kum,46.0,s1111
1761,soc_ege_max_w1_060918_31chekb,67.0,s1112
1762,mat_ege_max_w1_030918_1chekb,33.0,s1112
1763,mat_ege_max_w2_021018_surgt,45.0,s1113
1764,mat_ege_max_w2_031018_70kum,56.0,s1114
1765,eng_ege_max_w2_061018_8kum,56.0,s1115
1766,mat_ege_max_w2_061018_62kum,50.0,s1115
1767,soc_ege_max_w2_071018_91kum,53.0,s1115
1768,rus_opt_on_w2_261118_mgnsk,76.0,s1116
1769,soc_opt_on_w2_271118_chekb,81.0,s1117
1770,his_ege_max_w2_071018_vld,72.0,s1118
1771,bio_ege_max_w2_021018_irk,70.0,s1119
1772,rus_ege_max_w2_260918_4irk,69.0,s1119
1773,chm_ege_max_w2_071018_2irk,65.0,s1119
1774,che_ege_max_w1_050918_65chekb,68.0,s1120
1775,mat_ege_max_w1_030918_8knn,74.0,s1121
1776,rus_ege_max_w1_030918_120blm,82.0,s1122
1777,rus_ege_sint_SRED_on_170319_1web,82.0,s1123
1778,phi_ege_max_w1_050918_41chekb,76.0,s1124
1779,rus_ege_int_w1_140119_2chekb,87.0,s1124
1780,rus_ege_max_w1_060918_3knn,82.0,s1125
1781,phi_ege_max_w1_030918_19knn,78.0,s1125
1782,mat_ege_max_w1_030918_8knn,74.0,s1125
1783,soc_ege_int_w2_090219_5vspb,55.0,s1126
1784,phi_ege_max_w1_030918_19knn,51.0,s1127
1785,mat_ege_max_w1_040918_12knn,56.0,s1127
1786,soc_ege_max_w1_030918_98blm,89.0,s1128
1787,phi_ege_int_on+class_w2_100219_1tula,60.0,s1129
1788,mat_ege_int_on+class_w2_100219_1tula,68.0,s1129
1789,mat_ege_sint_lvl2_SRED_220319_8oktmsk,70.0,s1130
1790,soc_ege_max_w2_041018_27mgnsk,77.0,s1131
1791,mat_ege_sint_lvl2_SRED_220319_8oktmsk,74.0,s1132
1792,phi_ege_max_ctp_on_w1_131018_1kum,54.0,s1133
1793,soc_ege_max_w1_080918_33chekb,61.0,s1134
1794,mat_ege_max_w1_040918_2chekb,62.0,s1134
1795,rus_ege_max_w1_050918_124blm,63.0,s1135
1796,mat_ege_max_w1_030918_48kum,62.0,s1135
1797,mat_opt_w2_271118_1knn,50.0,s1136
1798,soc_opt_w2_011218_1knn,60.0,s1136
1799,rus_opt_w2_261118_1knn,71.0,s1136
1800,eng_ege_int_w2_060219_1kumsk,90.0,s1137
1801,phi_ege_max_w2_061018_1irk,33.0,s1138
1802,soc_ege_max_w2_011018_66vpspb,81.0,s1139
1803,rus_ege_max_on_w2_021018_30Knn,80.0,s1139
1804,rus_ege_max_w2_021018_85vpspb,76.0,s1140
1805,bio_ege_max_on_w1_050918_19kum,50.0,s1141
1806,mat_ege_max_on_w1_030918_3kum,70.0,s1142
1807,phi_ege_max_w1_050918_41chekb,78.0,s1142
1808,mat_int_on_w2_100219_1kumsk,82.0,s1142
1809,mat_ege_max_w1_050918_3chekb,50.0,s1143
1810,soc_opt_w2_261118_7aim,82.0,s1144
1811,rus_ege_max_w2_061018_91vpspb,89.0,s1145
1812,mat_ege_max_w2_071018_19mgnsk,76.0,s1146
1813,soc_ege_max_w1_060918_27knn,63.0,s1147
1814,his_ege_max_w1_040918_41knn,58.0,s1147
1815,his_ege_max_w2_071018_34kum,56.0,s1148
1816,mat_opt_w2_301118_8aim,76.0,s1149
1817,soc_ege_max_w2_011018_37chekb,86.0,s1150
1818,mat_ege_max_w2_051018_18chekb,70.0,s1150
1819,mat_ege_max_on_w2_031018_35Knn,56.0,s1151
1820,mat_ege_sint_SRED_on_160319_1web,70.0,s1152
1821,rus_ege_sint_SRED_on_170319_1web,89.0,s1153
1822,rus_ege_max_w2_240918_1irk,91.0,s1154
1823,his_ege_max_w2_021018_irk,91.0,s1154
1824,phi_ege_max_on_w1_050918_8kum,84.0,s1155
1825,mat_ege_max_on_w2_071018_32kum,90.0,s1155
1826,soc_ege_max_w2_041018_27mgnsk,81.0,s1156
1827,mat_ege_max_w1_060918_73blm,70.0,s1157
1828,inf_ege_max_w1_040918_41mgnsk,79.0,s1158
1829,mat_ege_max_w1_060918_10mgnsk,70.0,s1158
1830,rus_ege_max_w1_060918_2mgnsk,76.0,s1158
1831,rus_ege_max_w1_060918_2mgnsk,73.0,s1159
1832,eng_ege_max_w1_090918_50mgnsk,52.0,s1159
1833,mat_ege_sint_lvl2_SRED_220319_8oktmsk,50.0,s1160
1834,rus_ege_max_w1_030918_120blm,65.0,s1161
1835,mat_ege_int_w2_070219_7airmsk,68.0,s1161
1836,soc_ege_max_w2_071018_2irk,72.0,s1162
1837,lit_opt_on_w2_261118_kumsk,0.0,s1163
1838,soc_ege_max_w1_060918_31chekb,99.0,s1164
1839,mat_ege_max_w2_051018_18chekb,62.0,s1164
1840,his_ege_max_on_w2_011018_17kum,71.0,s1165
1841,inf_ege_max_w1_070918_42mgnsk,48.0,s1166
1842,mat_ege_max_w1_080918_9mgnsk,27.0,s1166
1843,mat_ege_max_w1_090918_39vpspb,72.0,s1167
1844,his_ege_max_w2_041018_23vpspb,75.0,s1168
1845,soc_ege_max_w1_040918_63vpspb,76.0,s1168
1846,rus_ege_sint_SRED_on_170319_1web,73.0,s1168
1847,INF_EGE_MAX_W1_080918_26Okm,81.0,s1169
1848,soc_ege_max_w2_011018_66vpspb,86.0,s1170
1849,mat_opt_w2_271118_1knn,45.0,s1171
1850,lit_ege_max_w1_090918_62chekb,73.0,s1172
1851,phi_ege_on_personal_int_080419_10m,70.0,s1173
1852,mat_ege_max_w1_070918_11chekb,5.0,s1174
1853,rus_ege_max_w1_090918_21chekb,62.0,s1174
1854,soc_ege_max_w1_040918_30chekb,63.0,s1174
1855,his_ege_max_w1_060918_50chekb,44.0,s1174
1856,phi_ege_max_on_w1_060918_9vpspb,0.0,s1175
1857,bio_ege_max_on_w1_050918_19kum,61.0,s1176
1858,che_ege_max_on_w1_030918_18kum,69.0,s1176
1859,soc_ege_int_w2_040219_13yar,65.0,s1177
1860,his_ege_int_w2_070219_4yar,43.0,s1177
1861,rus_ege_int_w2_080219_14yar,70.0,s1177
1862,rus_ege_max_w2_240918_1irk,89.0,s1178
1863,soc_ege_max_w2_071018_2irk,79.0,s1178
1864,lit_opt_on_w2_261118_kumsk,0.0,s1179
1865,rus_ege_max_w1_080918_23chekb,89.0,s1180
1866,mat_ege_max_w1_060918_32vpspb,62.0,s1181
1867,inf_ege_max_w2_071018_16vpspb,79.0,s1181
1868,bio_ege_max_w1_040918_57mgnsk,44.0,s1182
1869,rus_ege_max_w1_060918_2mgnsk,55.0,s1182
1870,phi_ege_int_ctp_mini_on_150219_1web,51.0,s1183
1871,mat_ege_max_on_w2_031018_35Knn,56.0,s1184
1872,inf_ege_max_w2_071018_1tlt,46.0,s1185
1873,mat_ege_max_w1_050918_31vpspb,76.0,s1186
1874,inf_ege_max_w1_050918_15vpspb,81.0,s1186
1875,bio_ege_max_w1_050918_69chekb,86.0,s1187
1876,his_opt_w2_311018_4aim,50.0,s1188
1877,soc_opt_w1_311018_6aim,75.0,s1188
1878,his_ege_max_w2_021018_22vpspb,55.0,s1189
1879,eng_ege_max_w1_090918_3vpspb,77.0,s1189
1880,mat_ege_max_w1_030918_1chekb,45.0,s1190
1881,mat_ege_max_w1_060918_4chekb,62.0,s1191
1882,rus_ege_max_w1_090918_21chekb,69.0,s1191
1883,his_ege_max_w1_090918_46mgnsk,48.0,s1192
1884,rus_ege_max_w1_030918_1mgnsk,65.0,s1192
1885,soc_opt_w2_021218_10vpspb,79.0,s1193
1886,bio_ege_opt_w2_011218_6mgnsk,74.0,s1194
1887,phi_ege_max_on_w1_050918_8kum,72.0,s1195
1888,bio_ege_max_w1_040918_9vpspb,72.0,s1196
1889,rus_ege_int_w2_080219_3knn,57.0,s1197
1890,mat_ege_int_w2_090219_4knn,39.0,s1197
1891,mat_opt_w2_301118_8aim,45.0,s1198
1892,rus_ege_int_w2_100219_18krsn,57.0,s1199
1893,rus_ege_max_w2_051018_5mgnsk,64.0,s1200
1894,soc_ege_max_w2_041018_27mgnsk,51.0,s1200
1895,mat_ege_int_baza_120219_1mgnsk,5.0,s1200
1896,rus_opt_on_w2_261118_mgnsk,98.0,s1201
1897,soc_ege_max_w2_041018_3irk,31.0,s1202
1898,soc_ege_int_w2_090219_5vspb,52.0,s1203
1899,mat_ege_max_w1_050918_3chekb,78.0,s1204
1900,rus_ege_max_w1_040918_2knn,89.0,s1205
1901,eng_ege_max_w2_041018_35knn,72.0,s1205
1902,rus_ege_max_w2_280918_2irk,69.0,s1206
1903,soc_ege_max_w2_041018_3irk,49.0,s1206
1904,eng_ege_max_w2_031018_1irk,64.0,s1206
1905,phi_ege_max_on_w1_060918_9vpspb,70.0,s1207
1906,mat_ege_max_on_w1_040918_4kum,80.0,s1207
1907,eng_ege_max_w2_041018_35knn,69.0,s1208
1908,eng_ege_max_w2_061018_8kum,89.0,s1209
1909,rus_ege_max_w1_030918_117kum,73.0,s1209
1910,rus_ege_max_w2_011018_88vpspb,94.0,s1210
1911,mat_ege_max_w1_090918_39vpspb,78.0,s1210
1912,mat_ege_max_w1_080918_61blm,74.0,s1211
1913,inf_opt_on_w2_021218_knn,83.0,s1212
1914,rus_ege_max_w2_021018_85vpspb,67.0,s1213
1915,che_ege_max_w2_061018_109vpspb,53.0,s1213
1916,mat_ege_max_w2_041018_43vpspb,33.0,s1213
1917,soc_ege_int_w2_060219_11irk,39.0,s1214
1918,soc_ege_max_w1_090918_84blm,64.0,s1215
1919,eng_ege_max_w1_050918_1blm,61.0,s1215
1920,rus_ege_max_w1_090918_126blm,85.0,s1215
1921,soc_opt_w1_031118_2mgnsk,68.0,s1216
1922,lit_opt_on_w2_261118_kumsk,63.0,s1217
1923,soc_ege_max_w1_040918_79okm,82.0,s1218
1924,rus_ege_max_w2_051018_6knn,78.0,s1219
1925,phi_ege_max_w2_071018_24knn,72.0,s1219
1926,mat_ege_max_w2_041018_14knn,76.0,s1219
1927,rus_ege_max_w2_280918_2irk,73.0,s1220
1928,phi_ege_max_w2_051018_102vpspb,70.0,s1221
1929,phi_ege_max_w1_090918_94vpspb,61.0,s1222
1930,soc_ege_max_w2_011018_102aim,84.0,s1223
1931,mat_ege_max_w1_080918_60okm,56.0,s1224
1932,che_ege_max_w1_030918_144okm,73.0,s1225
1933,bio_ege_max_w1_090918_15kum,63.0,s1225
1934,bio_ege_opt_w2_011218_6mgnsk,68.0,s1226
1935,lit_opt_w2_261118_1aim,71.0,s1227
1936,che_ege_max_w1_070918_107vpspb,66.0,s1228
1937,mat_ege_max_w1_060918_4chekb,78.0,s1229
1938,inf_ege_max_w1_040918_73chekb,81.0,s1229
1939,phi_ege_max_w1_050918_41chekb,57.0,s1229
1940,rus_opt_w2_021218_10vpspb,87.0,s1230
1941,lit_ege_max_w1_040918_26vpspb,100.0,s1231
1942,rus_ege_int_w2_070219_4vspb,82.0,s1232
1943,inf_opt_on_w2_021218_knn,75.0,s1233
1944,phi_ege_max_on_w2_051018_36chekb,51.0,s1233
1945,his_ege_max_w1_050918_31okm,75.0,s1234
1946,INF_EGE_MAX_W1_080918_26Okm,73.0,s1235
1947,mat_ege_max_w2_061018_45vpspb,45.0,s1236
1948,che_ege_max_w1_050918_108vpspb,38.0,s1237
1949,soc_opt_w2_021218_10vpspb,82.0,s1238
1950,mat_ege_int_w2_070219_7airmsk,45.0,s1239
1951,rus_ege_int_w2_060219_13airmsk,57.0,s1239
1952,rus_ege_sint_SRED_on_170319_1web,91.0,s1240
1953,rus_ege_max_w1_070918_22chekb,85.0,s1241
1954,rus_opt_w1_011118_8kum,73.0,s1242
1955,inf_opt_w2_011218_1aim,84.0,s1242
1956,his_ege_max_on_w1_050918_16kum,79.0,s1243
1957,soc_ege_max_on+class_w2_230918_1tula,84.0,s1243
1958,his_int_on_w2_080219_1kumsk,64.0,s1244
1959,eng_int_on_w2_050219_1kumsk,70.0,s1244
1960,rus_ege_max_w1_070918_22chekb,71.0,s1245
1961,soc_ege_max_w1_070918_32chekb,72.0,s1245
1962,inf_opt_on_w2_021218_knn,66.0,s1246
1963,mat_opt_w1_011218_10aim,78.0,s1247
1964,soc_opt_w1_311018_6aim,92.0,s1247
1965,mat_ege_max_w1_050918_12mgnsk,56.0,s1248
1966,rus_ege_max_w1_070918_82vpspb,91.0,s1249
1967,his_ege_max_w1_080918_20vpspb,91.0,s1249
1968,eng_ege_max_w1_050918_2vpspb,82.0,s1249
1969,his_opt_w2_311018_4aim,96.0,s1250
1970,soc_opt_w1_311018_6aim,91.0,s1250
1971,his_ege_max_w2_071018_52chekb,43.0,s1251
1972,INF_EGE_MAX_W1_080918_26Okm,83.0,s1252
1973,mat_ege_max_w1_040918_43kum,76.0,s1252
1974,mat_ege_max_w1_030918_50blm,45.0,s1253
1975,phi_ege_max_on_w2_051018_36chekb,47.0,s1254
1976,soc_ege_max_w2_071018_91kum,72.0,s1255
1977,mat_ege_max_w2_011018_52kum,50.0,s1255
1978,mat_ege_int_w2_100219_12krnd,45.0,s1256
1979,rus_ege_int_w1_170119_7irk,91.0,s1257
1980,soc_ege_max_w2_041018_3irk,72.0,s1257
1981,soc_ege_max_w1_040918_26knn,70.0,s1258
1982,mat_ege_max_w1_030918_8knn,70.0,s1258
1983,soc_ege_int_w2_090219_5vspb,82.0,s1259
1984,eng_ege_int_ctp_mini_on_070219_1web,56.0,s1260
1985,soc_ege_max_w2_011018_93kum,97.0,s1261
1986,soc_ege_max_w1_090918_84blm,92.0,s1262
1987,rus_ege_max_w2_021018_107kum,98.0,s1262
1988,che_ege_max_w1_070918_107vpspb,79.0,s1263
1989,rus_ege_max_w1_090918_84vpspb,80.0,s1263
1990,soc_ege_max_w1_070918_82okm,91.0,s1264
1991,mat_ege_max_on_w2_031018_35Knn,62.0,s1265
1992,soc_opt_w2_291118_5chekb,67.0,s1266
1993,mat_ege_max_w1_070918_56blm,62.0,s1267
1994,phi_ege_max_w1_050918_135kum,48.0,s1267
1995,soc_ege_max_w2_011018_4irk,39.0,s1268
1996,rus_ege_max_w2_260918_4irk,73.0,s1268
1997,mat_ege_max_w1_080918_60okm,78.0,s1269
1998,rus_ege_opt_w2_291118_1krsn,76.0,s1270
1999,mat_ege_max_w1_090918_39vpspb,92.0,s1271
2000,che_ege_max_w1_030918_106vpspb,61.0,s1272
2001,rus_ege_max_w1_070918_82vpspb,94.0,s1272
2002,rus_opt_on_w2_261118_mgnsk,89.0,s1273
2003,rus_ege_max_w1_061018_1volgd,89.0,s1274
2004,phi_ege_max_w2_071018_1volgd,94.0,s1274
2005,mat_ege_max_w2_011018_1volgd,56.0,s1274
2006,mat_ege_max_w2_041018_3volgd,27.0,s1275
2007,phi_ege_max_w2_091018_2volgd,44.0,s1275
2008,mat_ege_max_w1_060918_74okm,80.0,s1276
2009,mat_ege_max_w1_030918_1chekb,72.0,s1277
2010,rus_ege_max_on+class_w2_230918_1tula,94.0,s1278
2011,rus_ege_max_w2_021018_114aim,87.0,s1279
2012,mat_ege_max_w2_061018_64aim,56.0,s1279
2013,mat_ege_max_w1_060918_73blm,62.0,s1280
2014,mat_ege_max_on+class_w2_230918_1tula,56.0,s1281
2015,lit_ege_on_personal_int_150319_14m,77.0,s1282
2016,mat_ege_max_w1_070918_33vpspb,82.0,s1283
2017,inf_ege_max_w1_050918_15vpspb,88.0,s1283
2018,bio_ege_opt_w2_011218_6mgnsk,60.0,s1284
2019,inf_ege_max_w2_051018_27kum,94.0,s1285
2020,phi_ege_max_w2_041018_132kum,98.0,s1285
2021,mat_ege_max_w2_011018_52kum,90.0,s1285
2022,mat_ege_max_w1_030918_50blm,62.0,s1286
2023,rus_ege_max_w1_050918_124blm,78.0,s1286
2024,inf_opt_w2_011218_1aim,50.0,s1286
2025,rus_ege_max_w2_061018_91vpspb,82.0,s1287
2026,soc_ege_max_w2_011018_66vpspb,69.0,s1287
2027,phi_ege_max_w1_080918_137okm,94.0,s1288
2028,soc_ege_max_w2_071018_40chekb,68.0,s1289
2029,eng_ege_on_personal_god_011018_13m,87.0,s1289
2030,rus_ege_max_w1_030918_78vpspb,65.0,s1290
2031,soc_ege_max_w1_030918_58vpspb,70.0,s1290
2032,his_ege_max_w1_050918_19vpspb,43.0,s1290
2033,mat_ege_max_w1_080918_6chekb,39.0,s1291
2034,rus_ege_max_w1_030918_1knn,62.0,s1292
2035,mat_ege_max_w1_050918_9knn,27.0,s1292
2036,phi_ege_max_on_w2_051018_36chekb,53.0,s1293
2037,mat_ege_max_on_w2_031018_35Knn,68.0,s1293
2038,his_ege_max_w2_011018_47mgnsk,86.0,s1294
2039,soc_ege_max_w2_041018_27mgnsk,86.0,s1294
2040,rus_ege_max_w1_050918_77mgnsk,87.0,s1294
2041,eng_ege_max_w1_070918_49mgnsk,94.0,s1294
2042,his_ege_max_w1_050918_45mgnsk,37.0,s1295
2043,mat_ege_max_w1_030918_7mgnsk,39.0,s1295
2044,rus_ege_int_w2_080219_3knn,85.0,s1296
2045,phi_ege_max_w2_071018_24knn,72.0,s1296
2046,mat_ege_max_w2_041018_14knn,76.0,s1296
2047,lit_ege_max_w2_011018_37mgnsk,65.0,s1297
2048,mat_ege_max_w1_030918_50blm,68.0,s1298
2049,rus_ege_sint_SRED_on_170319_1web,89.0,s1298
2050,rus_ege_max_w1_090918_126blm,71.0,s1299
2051,eng_ege_max_w1_080918_2kum,89.0,s1300
2052,rus_ege_max_w1_030918_117kum,96.0,s1300
2053,phi_ege_max_on_w2_051018_36chekb,85.0,s1301
2054,rus_ege_max_w1_030918_117kum,65.0,s1302
2055,soc_ege_max_w1_080918_100blm,56.0,s1302
2056,rus_opt_on_w2_021218_kumsk,87.0,s1303
2057,rus_ege_max_w2_061018_91vpspb,67.0,s1304
2058,soc_ege_max_w1_070918_22mgnsk,49.0,s1305
2059,rus_opt_w1_041118_2mgnsk,67.0,s1305
2060,mat_opt_w1_041118_2mgnsk,33.0,s1305
2061,rus_ege_max_w1_070918_82vpspb,78.0,s1306
2062,inf_ege_max_w1_050918_15vpspb,79.0,s1306
2063,mat_int_on_w2_100219_1kumsk,76.0,s1307
2064,inf_ege_max_w2_051018_27kum,57.0,s1308
2065,rus_ege_max_w2_041018_110kum,67.0,s1308
2066,mat_ege_max_w1_050918_69blm,68.0,s1308
2067,phi_ege_max_w2_011018_131kum,61.0,s1308
2068,mat_ege_max_on_w1_040918_4kum,62.0,s1309
2069,rus_opt_on_w2_261118_mgnsk,70.0,s1310
2070,mat_opt_w2_271118_1knn,82.0,s1311
2071,phi_opt_w2_291118_1knn,62.0,s1311
2072,soc_ege_max_on_w2_011018_38vpspb,87.0,s1312
2073,rus_ege_opt_on+class_w2_011218_1tula,69.0,s1313
2074,phi_ege_max_w1_090918_94vpspb,82.0,s1314
2075,bio_ege_max_w2_021018_irk,72.0,s1315
2076,rus_ege_max_w2_260918_4irk,87.0,s1315
2077,chm_ege_max_w2_071018_1irk,70.0,s1315
2078,soc_ege_max_w1_040918_26knn,39.0,s1316
2079,rus_ege_max_w1_040918_2knn,59.0,s1316
2080,lit_ege_max_w2_021018_1tlt,66.0,s1317
2081,soc_ege_sint_lvl2_SRED_140419_14mgnsk,37.0,s1318
2082,mat_ege_sint_lvl2_SRED_290319_7mgnsk,62.0,s1318
2083,soc_opt_w1_031118_2mgnsk,52.0,s1319
2084,mat_ege_max_w1_030918_8chekb,70.0,s1320
2085,rus_ege_max_w1_050918_24chekb,80.0,s1320
2086,rus_ege_max_w2_021018_26chekb,0.0,s1321
2087,rus_ege_max_w2_021018_26chekb,0.0,s1321
2088,lit_ege_max_w2_041018_61chekb,55.0,s1321
2089,lit_ege_max_w2_041018_61chekb,55.0,s1321
2090,soc_ege_max_w2_071018_26mgnsk,61.0,s1322
2091,rus_ege_max_w2_031018_78mgnsk,69.0,s1322
2092,lit_opt_w2_261118_1aim,90.0,s1323
2093,soc_ege_int_on+class_w2_090219_1tula,92.0,s1324
2094,mat_ege_opt_w2_301118_1irk,72.0,s1325
2095,rus_ege_opt_w2_011218_2irk,73.0,s1325
2096,eng_ege_max_w1_050918_1blm,90.0,s1326
2097,rus_ege_max_w1_090918_126blm,78.0,s1326
2098,soc_opt_w1_311018_6aim,79.0,s1327
2099,lit_int_on_w2_050219_1kumsk,94.0,s1328
2100,eng_int_on_w2_050219_1kumsk,85.0,s1328
2101,rus_ege_sint_SRED_on_170319_1web,94.0,s1328
2102,rus_ege_max_w2_051018_5mgnsk,91.0,s1329
2103,phi_ege_on_personal_god_250918_10m,88.0,s1330
2104,mat_int_on_w2_100219_1kumsk,72.0,s1330
2105,mat_ege_max_w1_080918_60okm,76.0,s1331
2106,phi_ege_max_w1_080918_137okm,80.0,s1331
2107,rus_ege_max_w1_040918_4mgnsk,71.0,s1332
2108,lit_ege_max_w2_011018_37mgnsk,71.0,s1332
2109,soc_ege_max_w2_071018_vld,86.0,s1333
2110,mat_ege_opt_w2_021218_20vld,56.0,s1333
2111,phi_ege_max_w2_021018_46chekb,78.0,s1334
2112,mat_ege_max_w2_041018_13chekb,84.0,s1334
2113,mat_ege_opt_w2_131218_19surgt,50.0,s1335
2114,his_ege_on_personal_int_150219_9m,68.0,s1336
2115,eng_ege_max_w2_061018_6vpspb,79.0,s1336
2116,his_ege_max_w2_011018_47mgnsk,43.0,s1337
2117,rus_opt_w2_021218_10vpspb,98.0,s1338
2118,rus_opt_on_w2_261118_mgnsk,86.0,s1339
2119,mat_ege_max_w1_060918_4chekb,50.0,s1340
2120,phi_ege_max_w1_050918_41chekb,45.0,s1340
2121,rus_ege_max_w1_050918_24chekb,61.0,s1340
2122,mat_ege_max_w1_060918_73blm,84.0,s1341
2123,mat_ege_max_w1_080918_59kum,68.0,s1342
2124,mat_ege_max_w1_050918_12mgnsk,45.0,s1343
2125,rus_ege_max_w1_030918_1mgnsk,73.0,s1343
2126,lit_ege_opt_w1_031118_1irk,56.0,s1344
2127,mat_ege_max_w2_041018_3volgd,76.0,s1345
2128,phi_ege_max_w2_091018_2volgd,70.0,s1345
2129,rus_ege_max_w2_051018_5mgnsk,80.0,s1346
2130,mat_ege_max_w2_011018_15mgnsk,70.0,s1346
2131,INF_EGE_MAX_W1_080918_26Okm,84.0,s1347
2132,rus_ege_max_w1_030918_117kum,82.0,s1347
2133,soc_opt_w2_021218_8aim,79.0,s1347
2134,mat_ege_max_w1_040918_43kum,78.0,s1347
2135,INF_EGE_MAX_W1_080918_26Okm,79.0,s1348
2136,mat_ege_max_on_w2_031018_35Knn,70.0,s1349
2137,soc_ege_on_personal_int_080419_37m,51.0,s1350
2138,soc_ege_int_ctp_mini_on_100219_2web,69.0,s1351
2139,mat_ege_max_w2_041018_76kum,72.0,s1352
2140,phi_ege_sint_SRED_on_160319_1web,60.0,s1352
2141,inf_ege_max_w2_041018_49knn,68.0,s1353
2142,rus_ege_max_w1_040918_2knn,96.0,s1353
2143,mat_ege_max_w1_090918_11knn,70.0,s1353
2144,rus_opt_on_w2_261118_mgnsk,82.0,s1354
2145,phi_opt_w2_291118_1knn,52.0,s1355
2146,rus_ege_max_w1_030918_120blm,87.0,s1356
2147,mat_ege_max_w1_040918_43kum,72.0,s1356
2148,soc_opt_w2_021218_8aim,52.0,s1357
2149,bio_ege_max_on_w2_011018_50vpspb,77.0,s1358
2150,mat_opt_w2_301118_8aim,84.0,s1359
2151,soc_opt_w1_311018_6aim,82.0,s1359
2152,rus_opt_w2_021218_10vpspb,91.0,s1360
2153,mat_ege_max_w1_050918_10chekb,68.0,s1361
2154,phi_ege_max_w2_021018_46chekb,51.0,s1361
2155,phi_ege_int_on+class_w2_100219_2vld,60.0,s1362
2156,mat_ege_max_on_w1_030918_3kum,70.0,s1363
2157,his_ege_max_w1_050918_31okm,60.0,s1364
2158,soc_ege_max_w1_040918_101blm,56.0,s1364
2159,his_ege_on_personal_int_120219_7m,40.0,s1365
2160,soc_opt_w2_011218_1knn,55.0,s1365
2161,mat_ege_int_baza_120219_2knn,4.0,s1365
2162,rus_opt_w2_261118_1knn,61.0,s1365
2163,soc_ege_max_w2_071018_91kum,71.0,s1366
2164,eng_ege_max_w2_061018_10okm,78.0,s1366
2165,mat_int_on_w2_100219_1kumsk,62.0,s1366
2166,mat_ege_max_on_w1_090918_6kum,82.0,s1367
2167,mat_ege_max_w1_040918_8mgnsk,62.0,s1368
2168,rus_ege_max_w1_090918_3mgnsk,85.0,s1368
2169,phi_ege_opt_w1_041118_4aim,46.0,s1369
2170,soc_opt_w2_021218_8aim,49.0,s1369
2171,mat_opt_w1_011218_10aim,72.0,s1369
2172,lit_ege_max_w1_070918_37kum,68.0,s1370
2173,mat_ege_max_w1_050918_9knn,68.0,s1371
2174,eng_ege_int_w2_060219_1kumsk,74.0,s1372
2175,rus_ege_max_w2_041018_110kum,69.0,s1372
2176,mat_ege_max_w1_040918_44blm,56.0,s1372
2177,mat_ege_max_w1_060918_9chekb,80.0,s1373
2178,phi_ege_max_w1_090918_44chekb,82.0,s1373
2179,phi_ege_max_w2_011018_131kum,90.0,s1374
2180,soc_ege_max_w1_040918_79okm,62.0,s1375
2181,mat_ege_max_w1_060918_74okm,72.0,s1375
2182,mat_ege_opt_w2_301118_1irk,84.0,s1376
2183,mat_ege_max_w1_060918_73blm,88.0,s1377
